Id,Dategmt,Longitude,Latitude,Bird_id
419,2018-08-24 04:21:00,-33.087063,44.879986,L078288
420,2018-08-24 04:33:00,-33.08551,44.883762,L078288
421,2018-08-24 04:45:00,-33.084641,44.886898,L078288
422,2018-08-24 04:59:00,-33.083221,44.889343,L078288
423,2018-08-24 05:09:00,-33.081646,44.891609,L078288
424,2018-08-24 05:19:00,-33.080894,44.894077,L078288
425,2018-08-24 05:30:00,-33.080021,44.896091,L078288
426,2018-08-24 05:40:00,-33.078732,44.897877,L078288
427,2018-08-24 05:50:00,-33.077545,44.899456,L078288
428,2018-08-24 06:00:00,-33.076176,44.900749,L078288
429,2018-08-24 06:10:00,-33.07354,44.901829,L078288
430,2018-08-24 06:20:00,-33.071056,44.903229,L078288
431,2018-08-24 06:31:00,-33.06876,44.904518,L078288
432,2018-08-24 06:43:00,-33.012138,44.85294,L078288
433,2018-08-24 06:56:00,-32.967167,44.804478,L078288
434,2018-08-24 07:07:00,-32.927734,44.767269,L078288
435,2018-08-24 07:20:00,-32.86097,44.70306,L078288
436,2018-08-24 07:33:00,-32.823673,44.671242,L078288
437,2018-08-24 07:47:00,-32.797813,44.650341,L078288
438,2018-08-24 08:04:00,-32.730576,44.572674,L078288
439,2018-08-24 08:15:00,-32.692139,44.516838,L078288
440,2018-08-24 08:27:00,-32.658894,44.473145,L078288
441,2018-08-24 08:42:00,-32.667221,44.46701,L078288
442,2018-08-24 08:59:00,-32.61586,44.410912,L078288
443,2018-08-24 09:09:00,-32.612885,44.376923,L078288
444,2018-08-24 09:19:00,-32.615116,44.376553,L078288
445,2018-08-24 09:30:00,-32.598011,44.375446,L078288
446,2018-08-24 09:40:00,-32.586514,44.357899,L078288
447,2018-08-24 09:50:00,-32.558666,44.322891,L078288
448,2018-08-24 10:00:00,-32.558464,44.321896,L078288
449,2018-08-24 10:10:00,-32.560627,44.321522,L078288
450,2018-08-24 10:20:00,-32.562523,44.302979,L078288
451,2018-08-24 10:30:00,-32.536385,44.243565,L078288
452,2018-08-24 10:40:00,-32.512943,44.188908,L078288
453,2018-08-24 10:50:00,-32.479836,44.133026,L078288
454,2018-08-24 11:01:00,-32.44743,44.075661,L078288
455,2018-08-24 11:11:00,-32.415016,44.029446,L078288
456,2018-08-24 11:21:00,-32.368958,43.993931,L078288
457,2018-08-24 11:32:00,-32.362602,43.988388,L078288
458,2018-08-24 11:42:00,-32.349201,43.967621,L078288
459,2018-08-24 11:52:00,-32.320442,43.923939,L078288
